str_code,spu_code,sub_cate_name,category_type,cluster_id,eligibility_status,eligibility_reason,recommendation,store_temperature
32763,SPU_锥形裤_02885,锥形裤,core,27,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,26.90899862938593
32766,SPU_羽绒服_02886,羽绒服,winter,26,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.084910865636168
32768,SPU_棉服_02887,棉服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.29771907407132
32769,SPU_毛呢大_02888,毛呢大衣,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,27.697170040825387
33001,SPU_夹克_02889,夹克,transition,17,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.895870741406696
33002,SPU_针织衫_02890,针织衫,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.934258020995962
33007,SPU_T恤_02891,T恤,summer,3,ELIGIBLE,Product appropriate for current season,ADD,30.459886554768737
33019,SPU_短裤_02892,短裤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,22.326404094065033
33030,SPU_短袖_02893,短袖,summer,1,ELIGIBLE,Product appropriate for current season,NONE,29.573483695403034
33036,SPU_内衣_02894,内衣,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,34.5000900005794
33047,SPU_配饰_02895,配饰,all_season,1,ELIGIBLE,Product appropriate for current season,NONE,24.868464263832145
33048,SPU_直筒裤_02896,直筒裤,core,10,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,24.599129869266253
33054,SPU_束脚裤_02897,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,25.019936732243913
33057,SPU_锥形裤_02898,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,19.70311140016834
33058,SPU_羽绒服_02899,羽绒服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.81808022717827
33062,SPU_棉服_02900,棉服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.533775452463686
33063,SPU_毛呢大_02901,毛呢大衣,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.896900421608816
33065,SPU_夹克_02902,夹克,transition,23,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.30054367746897
33066,SPU_针织衫_02903,针织衫,transition,6,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.282932284815526
33068,SPU_T恤_02904,T恤,summer,27,ELIGIBLE,Product appropriate for current season,NONE,20.338424761359914
33074,SPU_短裤_02905,短裤,summer,8,ELIGIBLE,Product appropriate for current season,NONE,34.93829413639574
33075,SPU_短袖_02906,短袖,summer,17,ELIGIBLE,Product appropriate for current season,NONE,29.092659586726516
33079,SPU_内衣_02907,内衣,all_season,23,ELIGIBLE,Product appropriate for current season,ADD,22.20307813749811
33085,SPU_配饰_02908,配饰,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,26.34759259290132
33088,SPU_直筒裤_02909,直筒裤,core,23,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,25.550518473491973
33090,SPU_束脚裤_02910,束脚裤,core,20,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,19.599792265828906
33091,SPU_锥形裤_02911,锥形裤,core,13,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,15.382527012474608
33092,SPU_羽绒服_02912,羽绒服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.884636426109964
33097,SPU_棉服_02913,棉服,winter,29,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.454228590954397
33098,SPU_毛呢大_02914,毛呢大衣,winter,8,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.015440132888653
33099,SPU_夹克_02915,夹克,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.079541812785408
33103,SPU_针织衫_02916,针织衫,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.047097938873918
33111,SPU_T恤_02917,T恤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,21.151092706178844
33112,SPU_短裤_02918,短裤,summer,13,ELIGIBLE,Product appropriate for current season,NONE,32.7894834915731
33123,SPU_短袖_02919,短袖,summer,10,ELIGIBLE,Product appropriate for current season,NONE,34.11832452642936
33125,SPU_内衣_02920,内衣,all_season,16,ELIGIBLE,Product appropriate for current season,NONE,28.941477915051436
33126,SPU_配饰_02921,配饰,all_season,5,ELIGIBLE,Product appropriate for current season,NONE,33.559642578148654
33129,SPU_直筒裤_02922,直筒裤,core,1,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,33.12531585146099
33130,SPU_束脚裤_02923,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,ADD,22.224993891472092
33131,SPU_锥形裤_02924,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,29.27885422414755
33135,SPU_羽绒服_02925,羽绒服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.07823673851947
33137,SPU_棉服_02926,棉服,winter,7,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.53960994104426
33139,SPU_毛呢大_02927,毛呢大衣,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.884557406855365
33144,SPU_夹克_02928,夹克,transition,21,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.80915252154526
33149,SPU_针织衫_02929,针织衫,transition,5,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.876011464616443
33151,SPU_T恤_02930,T恤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,25.533469152808905
33152,SPU_短裤_02931,短裤,summer,27,ELIGIBLE,Product appropriate for current season,NONE,28.385163388952627
33154,SPU_短袖_02932,短袖,summer,23,ELIGIBLE,Product appropriate for current season,NONE,22.382565430730235
33155,SPU_内衣_02933,内衣,all_season,16,ELIGIBLE,Product appropriate for current season,NONE,31.64897723295032
33157,SPU_配饰_02934,配饰,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,25.874028213823333
33160,SPU_直筒裤_02935,直筒裤,core,5,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,22.232326825636648
33162,SPU_束脚裤_02936,束脚裤,core,21,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,26.277842256585323
33167,SPU_锥形裤_02937,锥形裤,core,1,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,34.7944626510943
33172,SPU_羽绒服_02938,羽绒服,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.739994255378946
33174,SPU_棉服_02939,棉服,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.5777935126564
33177,SPU_毛呢大_02940,毛呢大衣,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.22643433131149
33178,SPU_夹克_02941,夹克,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.197872624682844
33182,SPU_针织衫_02942,针织衫,transition,13,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.351261633432042
33186,SPU_T恤_02943,T恤,summer,23,ELIGIBLE,Product appropriate for current season,NONE,33.71347064516244
33188,SPU_短裤_02944,短裤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,21.906789377855727
33195,SPU_短袖_02945,短袖,summer,17,ELIGIBLE,Product appropriate for current season,NONE,30.668409222057537
33200,SPU_内衣_02946,内衣,all_season,21,ELIGIBLE,Product appropriate for current season,NONE,21.280965382026217
33201,SPU_配饰_02947,配饰,all_season,10,ELIGIBLE,Product appropriate for current season,ADD,21.783545265169902
33202,SPU_直筒裤_02948,直筒裤,core,3,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,30.480066258195194
33203,SPU_束脚裤_02949,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,27.011934071589
33207,SPU_锥形裤_02950,锥形裤,core,16,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,17.242272966763924
33209,SPU_羽绒服_02951,羽绒服,winter,23,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.15499916690321
33211,SPU_棉服_02952,棉服,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.36349627899556
33217,SPU_毛呢大_02953,毛呢大衣,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.088670946292332
33221,SPU_夹克_02954,夹克,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.308370315599106
33223,SPU_针织衫_02955,针织衫,transition,3,INELIGIBLE,Transition product not appropriate for summer period,NONE,25.989666363238754
33230,SPU_T恤_02956,T恤,summer,16,ELIGIBLE,Product appropriate for current season,NONE,26.767869208307594
33231,SPU_短裤_02957,短裤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,32.67658461470393
33234,SPU_短袖_02958,短袖,summer,13,ELIGIBLE,Product appropriate for current season,NONE,25.546287619595418
33237,SPU_内衣_02959,内衣,all_season,27,ELIGIBLE,Product appropriate for current season,NONE,24.954305187381653
33238,SPU_配饰_02960,配饰,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,32.201231214813035
33241,SPU_直筒裤_02961,直筒裤,core,23,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,30.365518955990453
33244,SPU_束脚裤_02962,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,18.702174608556906
33247,SPU_锥形裤_02963,锥形裤,core,29,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,29.856333811546634
33248,SPU_羽绒服_02964,羽绒服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,27.847919890667143
33249,SPU_棉服_02965,棉服,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.671230926931393
33252,SPU_毛呢大_02966,毛呢大衣,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.107813560779473
33253,SPU_夹克_02967,夹克,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.26338278437486
33254,SPU_针织衫_02968,针织衫,transition,8,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.672469750710523
33258,SPU_T恤_02969,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,21.846317801049057
33259,SPU_短裤_02970,短裤,summer,8,ELIGIBLE,Product appropriate for current season,NONE,23.52359391696858
33260,SPU_短袖_02971,短袖,summer,23,ELIGIBLE,Product appropriate for current season,NONE,22.64935139036887
33262,SPU_内衣_02972,内衣,all_season,13,ELIGIBLE,Product appropriate for current season,NONE,27.074646456525855
33264,SPU_配饰_02973,配饰,all_season,27,ELIGIBLE,Product appropriate for current season,NONE,30.729231969907655
33267,SPU_直筒裤_02974,直筒裤,core,10,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,20.052389212035493
33268,SPU_束脚裤_02975,束脚裤,core,16,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,34.84302870460096
33270,SPU_锥形裤_02976,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,29.009549393802835
33271,SPU_羽绒服_02977,羽绒服,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.520597277780322
33273,SPU_棉服_02978,棉服,winter,8,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.062748005595864
33274,SPU_毛呢大_02979,毛呢大衣,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.785754113832237
33275,SPU_夹克_02980,夹克,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.075115963051488
33277,SPU_针织衫_02981,针织衫,transition,13,INELIGIBLE,Transition product not appropriate for summer period,NONE,25.264136103948783
33278,SPU_T恤_02982,T恤,summer,13,ELIGIBLE,Product appropriate for current season,NONE,29.385039948873597
33280,SPU_短裤_02983,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,25.777111044673692
33281,SPU_短袖_02984,短袖,summer,8,ELIGIBLE,Product appropriate for current season,NONE,33.967371366659336
33282,SPU_内衣_02985,内衣,all_season,1,ELIGIBLE,Product appropriate for current season,NONE,20.278333086047905
33283,SPU_配饰_02986,配饰,all_season,27,ELIGIBLE,Product appropriate for current season,NONE,32.1311334353168
33284,SPU_直筒裤_02987,直筒裤,core,17,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,28.17555356975409
33285,SPU_束脚裤_02988,束脚裤,core,27,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,32.07391427962079
33286,SPU_锥形裤_02989,锥形裤,core,23,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,30.739193659283938
33288,SPU_羽绒服_02990,羽绒服,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.71800997717288
33289,SPU_棉服_02991,棉服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.73911406033398
33291,SPU_毛呢大_02992,毛呢大衣,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.683165056261256
33294,SPU_夹克_02993,夹克,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.61234703892189
33295,SPU_针织衫_02994,针织衫,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.967728605698454
33296,SPU_T恤_02995,T恤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,29.61822485352537
33297,SPU_短裤_02996,短裤,summer,1,ELIGIBLE,Product appropriate for current season,NONE,22.744965749031483
33298,SPU_短袖_02997,短袖,summer,27,ELIGIBLE,Product appropriate for current season,NONE,22.801526244050134
33299,SPU_内衣_02998,内衣,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,20.49366195432409
33301,SPU_配饰_02999,配饰,all_season,1,ELIGIBLE,Product appropriate for current season,NONE,29.327841282268636
33302,SPU_直筒裤_03000,直筒裤,core,29,ELIGIBLE,Core subcategory '直筒裤' - always eligible,ADD,23.048369885139643
33307,SPU_束脚裤_03001,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,33.61478792724825
33309,SPU_锥形裤_03002,锥形裤,core,29,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,29.914822731028053
33310,SPU_羽绒服_03003,羽绒服,winter,23,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.620510526354327
33311,SPU_棉服_03004,棉服,winter,29,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.86933929709203
33313,SPU_毛呢大_03005,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.25866109615368
33315,SPU_夹克_03006,夹克,transition,5,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.010671831098772
33321,SPU_针织衫_03007,针织衫,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.611029564866037
33322,SPU_T恤_03008,T恤,summer,23,ELIGIBLE,Product appropriate for current season,ADD,34.01561810573752
33323,SPU_短裤_03009,短裤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,30.010979368412112
33326,SPU_短袖_03010,短袖,summer,27,ELIGIBLE,Product appropriate for current season,NONE,33.3803835354496
33327,SPU_内衣_03011,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,30.012932273362544
33328,SPU_配饰_03012,配饰,all_season,13,ELIGIBLE,Product appropriate for current season,NONE,33.03040842348278
33329,SPU_直筒裤_03013,直筒裤,core,23,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,28.553475495360935
33330,SPU_束脚裤_03014,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,24.011942582071995
33331,SPU_锥形裤_03015,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,ADD,26.47834887919158
33332,SPU_羽绒服_03016,羽绒服,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.508410342291114
33334,SPU_棉服_03017,棉服,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.417247928535033
33341,SPU_毛呢大_03018,毛呢大衣,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.59460097786767
33345,SPU_夹克_03019,夹克,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.953738078980276
33348,SPU_针织衫_03020,针织衫,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.72627741396419
33349,SPU_T恤_03021,T恤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,34.924249791829126
33350,SPU_短裤_03022,短裤,summer,23,ELIGIBLE,Product appropriate for current season,NONE,27.569370243975463
33351,SPU_短袖_03023,短袖,summer,1,ELIGIBLE,Product appropriate for current season,NONE,33.43863708097236
33357,SPU_内衣_03024,内衣,all_season,6,ELIGIBLE,Product appropriate for current season,NONE,25.60426658465462
33363,SPU_配饰_03025,配饰,all_season,23,ELIGIBLE,Product appropriate for current season,NONE,33.45695699466405
33364,SPU_直筒裤_03026,直筒裤,core,23,ELIGIBLE,Core subcategory '直筒裤' - always eligible,ADD,15.26244251123267
33365,SPU_束脚裤_03027,束脚裤,core,27,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,30.664714377559246
33366,SPU_锥形裤_03028,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,20.85625710209569
33368,SPU_羽绒服_03029,羽绒服,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.152779789128346
33370,SPU_棉服_03030,棉服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.075787027138627
33373,SPU_毛呢大_03031,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.55607713501798
33376,SPU_夹克_03032,夹克,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.40322768491867
33377,SPU_针织衫_03033,针织衫,transition,12,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.49130565893491
33378,SPU_T恤_03034,T恤,summer,0,ELIGIBLE,Product appropriate for current season,NONE,24.808908606204767
33379,SPU_短裤_03035,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,22.758680768492376
33383,SPU_短袖_03036,短袖,summer,23,ELIGIBLE,Product appropriate for current season,NONE,20.782358462799937
33384,SPU_内衣_03037,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,32.789336562141756
33385,SPU_配饰_03038,配饰,all_season,1,ELIGIBLE,Product appropriate for current season,ADD,23.422510015708767
33387,SPU_直筒裤_03039,直筒裤,core,21,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,29.33492765820155
33388,SPU_束脚裤_03040,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,22.168044773876332
33389,SPU_锥形裤_03041,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,26.213137070013637
33391,SPU_羽绒服_03042,羽绒服,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.634035473860344
33393,SPU_棉服_03043,棉服,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.057588231556988
33397,SPU_毛呢大_03044,毛呢大衣,winter,20,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.87833188185497
33398,SPU_夹克_03045,夹克,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.143831693562767
33405,SPU_针织衫_03046,针织衫,transition,17,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.46128540071588
33412,SPU_T恤_03047,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,27.133551151304804
33413,SPU_短裤_03048,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,21.97391115577265
33416,SPU_短袖_03049,短袖,summer,16,ELIGIBLE,Product appropriate for current season,ADD,29.892195174301786
33418,SPU_内衣_03050,内衣,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,22.812920719198413
33419,SPU_配饰_03051,配饰,all_season,5,ELIGIBLE,Product appropriate for current season,NONE,30.910302756139394
33421,SPU_直筒裤_03052,直筒裤,core,17,ELIGIBLE,Core subcategory '直筒裤' - always eligible,ADD,19.268986644892184
33424,SPU_束脚裤_03053,束脚裤,core,5,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,18.20533198081174
33425,SPU_锥形裤_03054,锥形裤,core,5,ELIGIBLE,Core subcategory '锥形裤' - always eligible,ADD,21.142413897441216
33426,SPU_羽绒服_03055,羽绒服,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.009294044165056
33427,SPU_棉服_03056,棉服,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,27.080872148501104
33428,SPU_毛呢大_03057,毛呢大衣,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.67606019458232
33429,SPU_夹克_03058,夹克,transition,7,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.664669412092028
33432,SPU_针织衫_03059,针织衫,transition,9,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.277570772615967
33434,SPU_T恤_03060,T恤,summer,13,ELIGIBLE,Product appropriate for current season,ADD,29.453582185743564
33435,SPU_短裤_03061,短裤,summer,1,ELIGIBLE,Product appropriate for current season,NONE,24.800073286420222
33436,SPU_短袖_03062,短袖,summer,8,ELIGIBLE,Product appropriate for current season,ADD,34.19294425922848
33438,SPU_内衣_03063,内衣,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,29.732388147509212
33439,SPU_配饰_03064,配饰,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,31.430576950836127
33440,SPU_直筒裤_03065,直筒裤,core,17,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,34.13320176848427
33441,SPU_束脚裤_03066,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,ADD,22.06346924419411
33442,SPU_锥形裤_03067,锥形裤,core,10,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,26.78886441208498
33451,SPU_羽绒服_03068,羽绒服,winter,13,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.180324841811373
33452,SPU_棉服_03069,棉服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.095515907751015
33453,SPU_毛呢大_03070,毛呢大衣,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.851671667105563
33454,SPU_夹克_03071,夹克,transition,3,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.741057373165056
33455,SPU_针织衫_03072,针织衫,transition,7,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.65613284022165
33458,SPU_T恤_03073,T恤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,31.66979178080761
33462,SPU_短裤_03074,短裤,summer,16,ELIGIBLE,Product appropriate for current season,NONE,22.14734467496108
33463,SPU_短袖_03075,短袖,summer,13,ELIGIBLE,Product appropriate for current season,NONE,28.385098084788353
33466,SPU_内衣_03076,内衣,all_season,23,ELIGIBLE,Product appropriate for current season,NONE,29.920247601245944
33467,SPU_配饰_03077,配饰,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,22.03073064964184
33472,SPU_直筒裤_03078,直筒裤,core,27,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,19.85388796911469
33475,SPU_束脚裤_03079,束脚裤,core,23,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,26.523708250145447
33480,SPU_锥形裤_03080,锥形裤,core,27,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,34.81391131798361
33482,SPU_羽绒服_03081,羽绒服,winter,29,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.057374740146237
33484,SPU_棉服_03082,棉服,winter,23,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.469656840213087
33486,SPU_毛呢大_03083,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.303241135601212
33488,SPU_夹克_03084,夹克,transition,3,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.698580056788934
33489,SPU_针织衫_03085,针织衫,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.6198082566641
33490,SPU_T恤_03086,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,25.929326916044147
33492,SPU_短裤_03087,短裤,summer,17,ELIGIBLE,Product appropriate for current season,ADD,34.33221342171245
33495,SPU_短袖_03088,短袖,summer,0,ELIGIBLE,Product appropriate for current season,NONE,30.08767053946109
33496,SPU_内衣_03089,内衣,all_season,27,ELIGIBLE,Product appropriate for current season,NONE,27.66740894061975
33497,SPU_配饰_03090,配饰,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,34.44736550384153
33498,SPU_直筒裤_03091,直筒裤,core,6,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,23.753047294488447
33500,SPU_束脚裤_03092,束脚裤,core,8,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,24.804057084112564
33501,SPU_锥形裤_03093,锥形裤,core,5,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,33.68660016433889
33506,SPU_羽绒服_03094,羽绒服,winter,27,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.81212732465514
33507,SPU_棉服_03095,棉服,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.296948867050517
33509,SPU_毛呢大_03096,毛呢大衣,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.593044789912888
33510,SPU_夹克_03097,夹克,transition,8,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.290686462160906
33512,SPU_针织衫_03098,针织衫,transition,3,INELIGIBLE,Transition product not appropriate for summer period,NONE,21.889285554486946
33513,SPU_T恤_03099,T恤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,33.881773884177996
33514,SPU_短裤_03100,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,28.202030388717684
33517,SPU_短袖_03101,短袖,summer,10,ELIGIBLE,Product appropriate for current season,NONE,22.566670000061446
33519,SPU_内衣_03102,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,26.05830675985407
33520,SPU_配饰_03103,配饰,all_season,27,ELIGIBLE,Product appropriate for current season,NONE,23.299703073472724
33521,SPU_直筒裤_03104,直筒裤,core,3,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,29.653713827936027
33522,SPU_束脚裤_03105,束脚裤,core,17,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,21.077229279774443
33524,SPU_锥形裤_03106,锥形裤,core,3,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,24.6226362165493
33526,SPU_羽绒服_03107,羽绒服,winter,9,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.814382981490073
33528,SPU_棉服_03108,棉服,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.91629490598799
33533,SPU_毛呢大_03109,毛呢大衣,winter,8,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.237219692791836
33534,SPU_夹克_03110,夹克,transition,3,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.433797189947512
33535,SPU_针织衫_03111,针织衫,transition,9,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.97701541808524
33536,SPU_T恤_03112,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,32.77754388142851
33538,SPU_短裤_03113,短裤,summer,13,ELIGIBLE,Product appropriate for current season,ADD,31.9672148382959
33540,SPU_短袖_03114,短袖,summer,17,ELIGIBLE,Product appropriate for current season,NONE,21.62665426626893
33541,SPU_内衣_03115,内衣,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,30.597147308291042
33545,SPU_配饰_03116,配饰,all_season,17,ELIGIBLE,Product appropriate for current season,ADD,24.962777073089676
33547,SPU_直筒裤_03117,直筒裤,core,10,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,29.038896491491762
33548,SPU_束脚裤_03118,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,ADD,24.217625533859227
