str_code,spu_code,sub_cate_name,cluster_id,quantity,simulated_season,cluster_mean,cluster_std,cluster_count,z_score,is_imbalanced,recommended_change
45038,UNDERWEAR_0678,内衣,44,13,all,13.0,,1,0.0,False,0.0
44287,TSHIRT_0679,T恤,15,24,summer,24.0,,1,0.0,False,0.0
45159,UNDERWEAR_0680,内衣,1,17,all,17.0,,1,0.0,False,0.0
41186,WOOL_0681,毛呢大衣,10,0,winter,0.0,,1,0.0,False,0.0
33721,SHORTS_0682,短裤,22,26,summer,26.0,,1,0.0,False,0.0
44049,SHORTS_0683,短裤,44,32,summer,32.0,,1,0.0,False,0.0
32719,WOOL_0684,毛呢大衣,21,0,winter,0.0,,1,0.0,False,0.0
31258,UNDERWEAR_0685,内衣,13,23,all,23.0,,1,0.0,False,0.0
52055,KNIT_0686,针织衫,18,6,transition,6.0,,1,0.0,False,0.0
11135,JACKET_0687,夹克,2,5,transition,5.0,,1,0.0,False,0.0
12041,SHORT_SLV_0688,短袖,14,19,summer,19.0,,1,0.0,False,0.0
43116,UNDERWEAR_0689,内衣,4,18,all,18.0,,1,0.0,False,0.0
44028,SHORTS_0690,短裤,1,27,summer,27.0,,1,0.0,False,0.0
44142,WOOL_0691,毛呢大衣,44,0,winter,0.0,,1,0.0,False,0.0
32487,PADDED_0692,棉服,9,1,winter,1.0,,1,0.0,False,0.0
50051,DOWN_0693,羽绒服,11,2,winter,2.0,,1,0.0,False,0.0
51115,UNDERWEAR_0694,内衣,16,16,all,16.0,,1,0.0,False,0.0
33717,PADDED_0695,棉服,22,0,winter,0.0,,1,0.0,False,0.0
34108,SHORTS_0696,短裤,43,9,summer,9.0,,1,0.0,False,0.0
61043,UNDERWEAR_0697,内衣,41,11,all,11.0,,1,0.0,False,0.0
33063,ACCESSORY_0698,配饰,22,16,all,16.0,,1,0.0,False,0.0
43025,JACKET_0699,夹克,4,7,transition,7.0,,1,0.0,False,0.0
32506,WOOL_0700,毛呢大衣,9,1,winter,1.0,,1,0.0,False,0.0
33329,TSHIRT_0701,T恤,22,12,summer,12.0,,1,0.0,False,0.0
52013,WOOL_0702,毛呢大衣,27,0,winter,0.0,,1,0.0,False,0.0
37212,DOWN_0703,羽绒服,10,0,winter,0.0,,1,0.0,False,0.0
45106,TSHIRT_0704,T恤,1,23,summer,23.0,,1,0.0,False,0.0
41182,WOOL_0705,毛呢大衣,10,2,winter,2.0,,1,0.0,False,0.0
44514,SHORT_SLV_0706,短袖,15,28,summer,28.0,,1,0.0,False,0.0
51230,DOWN_0707,羽绒服,11,0,winter,0.0,,1,0.0,False,0.0
32327,DOWN_0708,羽绒服,9,0,winter,0.0,,1,0.0,False,0.0
33195,ACCESSORY_0709,配饰,22,14,all,14.0,,1,0.0,False,0.0
37215,TSHIRT_0710,T恤,10,23,summer,23.0,,1,0.0,False,0.0
43020,DOWN_0711,羽绒服,32,0,winter,0.0,,1,0.0,False,0.0
33510,KNIT_0712,针织衫,8,10,transition,10.0,,1,0.0,False,0.0
43026,WOOL_0713,毛呢大衣,6,0,winter,0.0,,1,0.0,False,0.0
37143,DOWN_0714,羽绒服,6,2,winter,2.0,,1,0.0,False,0.0
51103,DOWN_0715,羽绒服,16,2,winter,2.0,,1,0.0,False,0.0
52097,ACCESSORY_0716,配饰,7,21,all,21.0,,1,0.0,False,0.0
21022,SHORTS_0717,短裤,41,22,summer,22.0,,1,0.0,False,0.0
33254,DOWN_0718,羽绒服,8,0,winter,0.0,,1,0.0,False,0.0
37124,DOWN_0719,羽绒服,6,1,winter,1.0,,1,0.0,False,0.0
32660,KNIT_0720,针织衫,21,9,transition,9.0,,1,0.0,False,0.0
34264,DOWN_0721,羽绒服,9,0,winter,0.0,,1,0.0,False,0.0
32195,ACCESSORY_0722,配饰,22,24,all,24.0,,1,0.0,False,0.0
44379,UNDERWEAR_0723,内衣,1,11,all,11.0,,1,0.0,False,0.0
31027,PADDED_0724,棉服,3,0,winter,0.0,,1,0.0,False,0.0
32590,TSHIRT_0725,T恤,9,31,summer,31.0,,1,0.0,False,0.0
42166,WOOL_0726,毛呢大衣,6,0,winter,0.0,,1,0.0,False,0.0
43136,TSHIRT_0727,T恤,4,27,summer,27.0,,1,0.0,False,0.0
32297,SHORT_SLV_0728,短袖,21,25,summer,25.0,,1,0.0,False,0.0
31235,WOOL_0729,毛呢大衣,13,0,winter,0.0,,1,0.0,False,0.0
44473,SHORTS_0730,短裤,23,16,summer,16.0,,1,0.0,False,0.0
36029,DOWN_0731,羽绒服,4,0,winter,0.0,,1,0.0,False,0.0
41146,UNDERWEAR_0732,内衣,6,14,all,14.0,,1,0.0,False,0.0
34313,PADDED_0733,棉服,9,1,winter,1.0,,1,0.0,False,0.0
32273,UNDERWEAR_0734,内衣,9,19,all,19.0,,1,0.0,False,0.0
45006,WOOL_0735,毛呢大衣,44,0,winter,0.0,,1,0.0,False,0.0
35036,UNDERWEAR_0736,内衣,15,6,all,6.0,,1,0.0,False,0.0
51111,UNDERWEAR_0737,内衣,11,11,all,11.0,,1,0.0,False,0.0
34326,JACKET_0738,夹克,21,9,transition,9.0,,1,0.0,False,0.0
11035,JACKET_0739,夹克,2,2,transition,2.0,,1,0.0,False,0.0
43059,DOWN_0740,羽绒服,32,2,winter,2.0,,1,0.0,False,0.0
33618,WOOL_0741,毛呢大衣,22,0,winter,0.0,,1,0.0,False,0.0
42046,DOWN_0742,羽绒服,32,1,winter,1.0,,1,0.0,False,0.0
33462,JACKET_0743,夹克,8,8,transition,8.0,,1,0.0,False,0.0
43184,PADDED_0744,棉服,10,0,winter,0.0,,1,0.0,False,0.0
52005,JACKET_0745,夹克,37,7,transition,7.0,,1,0.0,False,0.0
35032,TSHIRT_0746,T恤,15,23,summer,23.0,,1,0.0,False,0.0
44455,TSHIRT_0747,T恤,44,30,summer,30.0,,1,0.0,False,0.0
44467,KNIT_0748,针织衫,1,11,transition,11.0,,1,0.0,False,0.0
53043,KNIT_0749,针织衫,18,9,transition,9.0,,1,0.0,False,0.0
61026,KNIT_0750,针织衫,41,2,transition,2.0,,1,0.0,False,0.0
33365,UNDERWEAR_0751,内衣,8,9,all,9.0,,1,0.0,False,0.0
33385,JACKET_0752,夹克,3,14,transition,14.0,,1,0.0,False,0.0
32259,TSHIRT_0753,T恤,35,11,summer,11.0,,1,0.0,False,0.0
33436,SHORTS_0754,短裤,22,9,summer,9.0,,1,0.0,False,0.0
41167,WOOL_0755,毛呢大衣,6,0,winter,0.0,,1,0.0,False,0.0
32215,KNIT_0756,针织衫,21,10,transition,10.0,,1,0.0,False,0.0
42083,DOWN_0757,羽绒服,10,1,winter,1.0,,1,0.0,False,0.0
50036,SHORT_SLV_0758,短袖,16,18,summer,18.0,,1,0.0,False,0.0
52101,TSHIRT_0759,T恤,16,29,summer,29.0,,1,0.0,False,0.0
44358,SHORT_SLV_0760,短袖,1,13,summer,13.0,,1,0.0,False,0.0
37026,KNIT_0761,针织衫,6,11,transition,11.0,,1,0.0,False,0.0
33058,KNIT_0762,针织衫,39,5,transition,5.0,,1,0.0,False,0.0
51253,KNIT_0763,针织衫,37,10,transition,10.0,,1,0.0,False,0.0
45006,TSHIRT_0764,T恤,44,33,summer,33.0,,1,0.0,False,0.0
42064,KNIT_0765,针织衫,10,10,transition,10.0,,1,0.0,False,0.0
33717,SHORT_SLV_0766,短袖,22,26,summer,26.0,,1,0.0,False,0.0
43086,DOWN_0767,羽绒服,4,0,winter,0.0,,1,0.0,False,0.0
53096,ACCESSORY_0768,配饰,37,17,all,17.0,,1,0.0,False,0.0
33522,TSHIRT_0769,T恤,22,27,summer,27.0,,1,0.0,False,0.0
33166,ACCESSORY_0770,配饰,22,35,all,35.0,,1,0.0,False,0.0
36033,SHORTS_0771,短裤,10,12,summer,12.0,,1,0.0,False,0.0
32319,UNDERWEAR_0772,内衣,9,21,all,21.0,,1,0.0,False,0.0
50003,PADDED_0773,棉服,11,1,winter,1.0,,1,0.0,False,0.0
46005,JACKET_0774,夹克,24,7,transition,7.0,,1,0.0,False,0.0
44483,JACKET_0775,夹克,1,11,transition,11.0,,1,0.0,False,0.0
33553,DOWN_0776,羽绒服,22,2,winter,2.0,,1,0.0,False,0.0
33664,SHORTS_0777,短裤,22,26,summer,26.0,,1,0.0,False,0.0
34321,TSHIRT_0778,T恤,9,33,summer,33.0,,1,0.0,False,0.0
44446,KNIT_0779,针织衫,24,12,transition,12.0,,1,0.0,False,0.0
51026,PADDED_0780,棉服,37,0,winter,0.0,,1,0.0,False,0.0
11067,PADDED_0781,棉服,14,0,winter,0.0,,1,0.0,False,0.0
13109,SHORT_SLV_0782,短袖,41,26,summer,26.0,,1,0.0,False,0.0
51128,KNIT_0783,针织衫,16,11,transition,11.0,,1,0.0,False,0.0
14012,SHORT_SLV_0784,短袖,14,23,summer,23.0,,1,0.0,False,0.0
32565,PADDED_0785,棉服,9,0,winter,0.0,,1,0.0,False,0.0
33393,JACKET_0786,夹克,8,6,transition,6.0,,1,0.0,False,0.0
33608,PADDED_0787,棉服,22,2,winter,2.0,,1,0.0,False,0.0
52035,TSHIRT_0788,T恤,37,21,summer,21.0,,1,0.0,False,0.0
15019,ACCESSORY_0789,配饰,41,16,all,16.0,,1,0.0,False,0.0
32398,ACCESSORY_0790,配饰,25,9,all,9.0,,1,0.0,False,0.0
37038,SHORTS_0791,短裤,6,15,summer,15.0,,1,0.0,False,0.0
36031,SHORT_SLV_0792,短袖,10,27,summer,27.0,,1,0.0,False,0.0
43054,SHORTS_0793,短裤,4,18,summer,18.0,,1,0.0,False,0.0
44142,KNIT_0794,针织衫,44,14,transition,14.0,,1,0.0,False,0.0
51192,DOWN_0795,羽绒服,16,0,winter,0.0,,1,0.0,False,0.0
41242,TSHIRT_0796,T恤,10,26,summer,26.0,,1,0.0,False,0.0
34062,KNIT_0797,针织衫,21,8,transition,8.0,,1,0.0,False,0.0
34130,JACKET_0798,夹克,29,8,transition,8.0,,1,0.0,False,0.0
42010,SHORTS_0799,短裤,6,16,summer,16.0,,1,0.0,False,0.0
45130,PADDED_0800,棉服,44,0,winter,0.0,,1,0.0,False,0.0
44256,DOWN_0801,羽绒服,44,0,winter,0.0,,1,0.0,False,0.0
33736,DOWN_0802,羽绒服,8,0,winter,0.0,,1,0.0,False,0.0
34272,PADDED_0803,棉服,9,0,winter,0.0,,1,0.0,False,0.0
33565,UNDERWEAR_0804,内衣,22,8,all,8.0,,1,0.0,False,0.0
45121,PADDED_0805,棉服,1,1,winter,1.0,,1,0.0,False,0.0
41236,JACKET_0806,夹克,34,3,transition,3.0,,1,0.0,False,0.0
51020,WOOL_0807,毛呢大衣,11,2,winter,2.0,,1,0.0,False,0.0
32432,ACCESSORY_0808,配饰,3,21,all,21.0,,1,0.0,False,0.0
33600,SHORTS_0809,短裤,22,20,summer,20.0,,1,0.0,False,0.0
31156,KNIT_0810,针织衫,13,10,transition,10.0,,1,0.0,False,0.0
43139,UNDERWEAR_0811,内衣,10,15,all,15.0,,1,0.0,False,0.0
32547,JACKET_0812,夹克,3,9,transition,9.0,,1,0.0,False,0.0
33616,KNIT_0813,针织衫,8,13,transition,13.0,,1,0.0,False,0.0
42088,SHORTS_0814,短裤,4,3,summer,3.0,,1,0.0,False,0.0
42080,PADDED_0815,棉服,32,0,winter,0.0,,1,0.0,False,0.0
36082,UNDERWEAR_0816,内衣,32,20,all,20.0,,1,0.0,False,0.0
51192,PADDED_0817,棉服,16,0,winter,0.0,,1,0.0,False,0.0
32179,TSHIRT_0818,T恤,9,32,summer,32.0,,1,0.0,False,0.0
51063,JACKET_0819,夹克,16,7,transition,7.0,,1,0.0,False,0.0
44519,PADDED_0820,棉服,44,1,winter,1.0,,1,0.0,False,0.0
34142,TSHIRT_0821,T恤,43,23,summer,23.0,,1,0.0,False,0.0
33660,KNIT_0822,针织衫,8,8,transition,8.0,,1,0.0,False,0.0
34217,JACKET_0823,夹克,29,12,transition,12.0,,1,0.0,False,0.0
31156,WOOL_0824,毛呢大衣,13,0,winter,0.0,,1,0.0,False,0.0
34174,KNIT_0825,针织衫,29,11,transition,11.0,,1,0.0,False,0.0
32583,KNIT_0826,针织衫,9,10,transition,10.0,,1,0.0,False,0.0
33111,UNDERWEAR_0827,内衣,5,15,all,15.0,,1,0.0,False,0.0
32297,TSHIRT_0828,T恤,21,43,summer,43.0,,1,0.0,False,0.0
32555,UNDERWEAR_0829,内衣,29,18,all,18.0,,1,0.0,False,0.0
33277,ACCESSORY_0830,配饰,22,28,all,28.0,,1,0.0,False,0.0
13123,DOWN_0831,羽绒服,14,1,winter,1.0,,1,0.0,False,0.0
51020,TSHIRT_0832,T恤,11,23,summer,23.0,,1,0.0,False,0.0
44303,KNIT_0833,针织衫,1,10,transition,10.0,,1,0.0,False,0.0
33079,DOWN_0834,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
51158,KNIT_0835,针织衫,37,12,transition,12.0,,1,0.0,False,0.0
32470,SHORTS_0836,短裤,29,22,summer,22.0,,1,0.0,False,0.0
61013,SHORT_SLV_0837,短袖,14,27,summer,27.0,,1,0.0,False,0.0
31131,SHORTS_0838,短裤,5,18,summer,18.0,,1,0.0,False,0.0
34202,JACKET_0839,夹克,21,11,transition,11.0,,1,0.0,False,0.0
32694,WOOL_0840,毛呢大衣,3,0,winter,0.0,,1,0.0,False,0.0
34256,SHORTS_0841,短裤,3,20,summer,20.0,,1,0.0,False,0.0
36038,JACKET_0842,夹克,10,9,transition,9.0,,1,0.0,False,0.0
31246,UNDERWEAR_0843,内衣,5,15,all,15.0,,1,0.0,False,0.0
42147,ACCESSORY_0844,配饰,10,15,all,15.0,,1,0.0,False,0.0
11096,UNDERWEAR_0845,内衣,14,13,all,13.0,,1,0.0,False,0.0
41110,WOOL_0846,毛呢大衣,6,1,winter,1.0,,1,0.0,False,0.0
34024,DOWN_0847,羽绒服,21,0,winter,0.0,,1,0.0,False,0.0
31067,TSHIRT_0848,T恤,13,32,summer,32.0,,1,0.0,False,0.0
33144,PADDED_0849,棉服,8,0,winter,0.0,,1,0.0,False,0.0
44336,PADDED_0850,棉服,1,0,winter,0.0,,1,0.0,False,0.0
45121,PADDED_0851,棉服,1,2,winter,2.0,,1,0.0,False,0.0
34334,KNIT_0852,针织衫,9,10,transition,10.0,,1,0.0,False,0.0
64007,ACCESSORY_0853,配饰,41,20,all,20.0,,1,0.0,False,0.0
45091,WOOL_0854,毛呢大衣,1,1,winter,1.0,,1,0.0,False,0.0
32486,DOWN_0855,羽绒服,29,0,winter,0.0,,1,0.0,False,0.0
51233,TSHIRT_0856,T恤,16,27,summer,27.0,,1,0.0,False,0.0
36118,SHORT_SLV_0857,短袖,10,16,summer,16.0,,1,0.0,False,0.0
44472,ACCESSORY_0858,配饰,44,9,all,9.0,,1,0.0,False,0.0
32243,UNDERWEAR_0859,内衣,29,15,all,15.0,,1,0.0,False,0.0
51041,SHORTS_0860,短裤,16,15,summer,15.0,,1,0.0,False,0.0
36165,KNIT_0861,针织衫,32,13,transition,13.0,,1,0.0,False,0.0
33644,SHORTS_0862,短裤,8,26,summer,26.0,,1,0.0,False,0.0
51066,DOWN_0863,羽绒服,11,0,winter,0.0,,1,0.0,False,0.0
34165,DOWN_0864,羽绒服,12,2,winter,2.0,,1,0.0,False,0.0
13005,UNDERWEAR_0865,内衣,41,9,all,9.0,,1,0.0,False,0.0
51284,JACKET_0866,夹克,37,9,transition,9.0,,1,0.0,False,0.0
61035,KNIT_0867,针织衫,14,9,transition,9.0,,1,0.0,False,0.0
44288,ACCESSORY_0868,配饰,15,22,all,22.0,,1,0.0,False,0.0
33665,TSHIRT_0869,T恤,22,21,summer,21.0,,1,0.0,False,0.0
32233,WOOL_0870,毛呢大衣,12,0,winter,0.0,,1,0.0,False,0.0
33721,JACKET_0871,夹克,22,4,transition,4.0,,1,0.0,False,0.0
32715,WOOL_0872,毛呢大衣,21,0,winter,0.0,,1,0.0,False,0.0
31241,JACKET_0873,夹克,5,6,transition,6.0,,1,0.0,False,0.0
33519,JACKET_0874,夹克,13,3,transition,3.0,,1,0.0,False,0.0
53012,DOWN_0875,羽绒服,27,0,winter,0.0,,1,0.0,False,0.0
15007,JACKET_0876,夹克,42,8,transition,8.0,,1,0.0,False,0.0
34167,UNDERWEAR_0877,内衣,12,10,all,10.0,,1,0.0,False,0.0
45071,ACCESSORY_0878,配饰,44,12,all,12.0,,1,0.0,False,0.0
43080,KNIT_0879,针织衫,10,12,transition,12.0,,1,0.0,False,0.0
33030,SHORT_SLV_0880,短袖,13,25,summer,25.0,,1,0.0,False,0.0
34316,SHORTS_0881,短裤,9,35,summer,35.0,,1,0.0,False,0.0
51105,SHORTS_0882,短裤,16,18,summer,18.0,,1,0.0,False,0.0
32417,JACKET_0883,夹克,29,10,transition,10.0,,1,0.0,False,0.0
33541,JACKET_0884,夹克,22,4,transition,4.0,,1,0.0,False,0.0
31109,SHORT_SLV_0885,短袖,5,21,summer,21.0,,1,0.0,False,0.0
41028,WOOL_0886,毛呢大衣,6,0,winter,0.0,,1,0.0,False,0.0
32446,JACKET_0887,夹克,3,8,transition,8.0,,1,0.0,False,0.0
45055,WOOL_0888,毛呢大衣,24,0,winter,0.0,,1,0.0,False,0.0
11134,JACKET_0889,夹克,41,8,transition,8.0,,1,0.0,False,0.0
33741,SHORT_SLV_0890,短袖,22,28,summer,28.0,,1,0.0,False,0.0
31263,UNDERWEAR_0891,内衣,13,12,all,12.0,,1,0.0,False,0.0
31248,KNIT_0892,针织衫,5,12,transition,12.0,,1,0.0,False,0.0
33130,UNDERWEAR_0893,内衣,28,5,all,5.0,,1,0.0,False,0.0
33178,TSHIRT_0894,T恤,8,35,summer,35.0,,1,0.0,False,0.0
43166,TSHIRT_0895,T恤,4,18,summer,18.0,,1,0.0,False,0.0
31058,WOOL_0896,毛呢大衣,5,0,winter,0.0,,1,0.0,False,0.0
42100,JACKET_0897,夹克,10,5,transition,5.0,,1,0.0,False,0.0
50064,SHORTS_0898,短裤,37,25,summer,25.0,,1,0.0,False,0.0
33534,UNDERWEAR_0899,内衣,8,16,all,16.0,,1,0.0,False,0.0
34319,WOOL_0900,毛呢大衣,9,0,winter,0.0,,1,0.0,False,0.0
45045,JACKET_0901,夹克,24,5,transition,5.0,,1,0.0,False,0.0
34130,KNIT_0902,针织衫,29,6,transition,6.0,,1,0.0,False,0.0
31239,SHORTS_0903,短裤,13,20,summer,20.0,,1,0.0,False,0.0
44431,ACCESSORY_0904,配饰,44,13,all,13.0,,1,0.0,False,0.0
31192,UNDERWEAR_0905,内衣,5,17,all,17.0,,1,0.0,False,0.0
33717,ACCESSORY_0906,配饰,22,5,all,5.0,,1,0.0,False,0.0
43046,JACKET_0907,夹克,4,7,transition,7.0,,1,0.0,False,0.0
34318,UNDERWEAR_0908,内衣,21,15,all,15.0,,1,0.0,False,0.0
44473,UNDERWEAR_0909,内衣,23,10,all,10.0,,1,0.0,False,0.0
34258,UNDERWEAR_0910,内衣,9,9,all,9.0,,1,0.0,False,0.0
45056,TSHIRT_0911,T恤,44,23,summer,23.0,,1,0.0,False,0.0
34024,SHORTS_0912,短裤,21,18,summer,18.0,,1,0.0,False,0.0
33130,UNDERWEAR_0913,内衣,28,14,all,14.0,,1,0.0,False,0.0
34380,TSHIRT_0914,T恤,9,28,summer,28.0,,1,0.0,False,0.0
34251,SHORTS_0915,短裤,9,24,summer,24.0,,1,0.0,False,0.0
21084,DOWN_0916,羽绒服,14,1,winter,1.0,,1,0.0,False,0.0
43008,JACKET_0917,夹克,4,3,transition,3.0,,1,0.0,False,0.0
45109,DOWN_0918,羽绒服,1,1,winter,1.0,,1,0.0,False,0.0
33593,UNDERWEAR_0919,内衣,22,17,all,17.0,,1,0.0,False,0.0
33740,DOWN_0920,羽绒服,22,2,winter,2.0,,1,0.0,False,0.0
32300,SHORT_SLV_0921,短袖,5,30,summer,30.0,,1,0.0,False,0.0
32535,WOOL_0922,毛呢大衣,9,1,winter,1.0,,1,0.0,False,0.0
42109,SHORT_SLV_0923,短袖,32,23,summer,23.0,,1,0.0,False,0.0
33555,UNDERWEAR_0924,内衣,22,12,all,12.0,,1,0.0,False,0.0
32273,WOOL_0925,毛呢大衣,9,0,winter,0.0,,1,0.0,False,0.0
32662,WOOL_0926,毛呢大衣,9,2,winter,2.0,,1,0.0,False,0.0
45071,DOWN_0927,羽绒服,44,0,winter,0.0,,1,0.0,False,0.0
32522,UNDERWEAR_0928,内衣,9,16,all,16.0,,1,0.0,False,0.0
33562,DOWN_0929,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
11067,TSHIRT_0930,T恤,14,21,summer,21.0,,1,0.0,False,0.0
32400,DOWN_0931,羽绒服,9,2,winter,2.0,,1,0.0,False,0.0
34264,TSHIRT_0932,T恤,9,20,summer,20.0,,1,0.0,False,0.0
13145,TSHIRT_0933,T恤,2,27,summer,27.0,,1,0.0,False,0.0
33307,JACKET_0934,夹克,39,5,transition,5.0,,1,0.0,False,0.0
32249,UNDERWEAR_0935,内衣,29,10,all,10.0,,1,0.0,False,0.0
41107,ACCESSORY_0936,配饰,10,20,all,20.0,,1,0.0,False,0.0
32523,ACCESSORY_0937,配饰,9,17,all,17.0,,1,0.0,False,0.0
37125,UNDERWEAR_0938,内衣,6,19,all,19.0,,1,0.0,False,0.0
32359,DOWN_0939,羽绒服,29,0,winter,0.0,,1,0.0,False,0.0
44186,SHORTS_0940,短裤,1,15,summer,15.0,,1,0.0,False,0.0
44438,PADDED_0941,棉服,15,1,winter,1.0,,1,0.0,False,0.0
61022,TSHIRT_0942,T恤,14,27,summer,27.0,,1,0.0,False,0.0
31097,TSHIRT_0943,T恤,5,16,summer,16.0,,1,0.0,False,0.0
51171,UNDERWEAR_0944,内衣,37,15,all,15.0,,1,0.0,False,0.0
32663,WOOL_0945,毛呢大衣,29,0,winter,0.0,,1,0.0,False,0.0
41163,KNIT_0946,针织衫,10,12,transition,12.0,,1,0.0,False,0.0
32462,TSHIRT_0947,T恤,3,16,summer,16.0,,1,0.0,False,0.0
33283,JACKET_0948,夹克,8,13,transition,13.0,,1,0.0,False,0.0
33068,WOOL_0949,毛呢大衣,8,2,winter,2.0,,1,0.0,False,0.0
36107,TSHIRT_0950,T恤,6,14,summer,14.0,,1,0.0,False,0.0
51089,DOWN_0951,羽绒服,16,0,winter,0.0,,1,0.0,False,0.0
31289,JACKET_0952,夹克,13,8,transition,8.0,,1,0.0,False,0.0
12079,DOWN_0953,羽绒服,2,0,winter,0.0,,1,0.0,False,0.0
51227,ACCESSORY_0954,配饰,37,13,all,13.0,,1,0.0,False,0.0
35060,DOWN_0955,羽绒服,1,0,winter,0.0,,1,0.0,False,0.0
32265,TSHIRT_0956,T恤,9,30,summer,30.0,,1,0.0,False,0.0
37164,UNDERWEAR_0957,内衣,34,13,all,13.0,,1,0.0,False,0.0
32262,JACKET_0958,夹克,3,12,transition,12.0,,1,0.0,False,0.0
36107,DOWN_0959,羽绒服,6,0,winter,0.0,,1,0.0,False,0.0
34167,ACCESSORY_0960,配饰,12,12,all,12.0,,1,0.0,False,0.0
51210,DOWN_0961,羽绒服,37,2,winter,2.0,,1,0.0,False,0.0
15003,JACKET_0962,夹克,14,6,transition,6.0,,1,0.0,False,0.0
33665,PADDED_0963,棉服,22,0,winter,0.0,,1,0.0,False,0.0
12031,PADDED_0964,棉服,2,0,winter,0.0,,1,0.0,False,0.0
42143,PADDED_0965,棉服,4,0,winter,0.0,,1,0.0,False,0.0
37154,TSHIRT_0966,T恤,6,23,summer,23.0,,1,0.0,False,0.0
51004,TSHIRT_0967,T恤,16,6,summer,6.0,,1,0.0,False,0.0
34077,SHORT_SLV_0968,短袖,21,19,summer,19.0,,1,0.0,False,0.0
32300,UNDERWEAR_0969,内衣,5,21,all,21.0,,1,0.0,False,0.0
31269,DOWN_0970,羽绒服,5,0,winter,0.0,,1,0.0,False,0.0
32256,TSHIRT_0971,T恤,9,35,summer,35.0,,1,0.0,False,0.0
51111,SHORT_SLV_0972,短袖,11,35,summer,35.0,,1,0.0,False,0.0
43020,PADDED_0973,棉服,32,0,winter,0.0,,1,0.0,False,0.0
12034,TSHIRT_0974,T恤,2,28,summer,28.0,,1,0.0,False,0.0
36016,JACKET_0975,夹克,10,11,transition,11.0,,1,0.0,False,0.0
31197,SHORTS_0976,短裤,5,19,summer,19.0,,1,0.0,False,0.0
33439,WOOL_0977,毛呢大衣,39,0,winter,0.0,,1,0.0,False,0.0
13130,DOWN_0978,羽绒服,41,1,winter,1.0,,1,0.0,False,0.0
51172,PADDED_0979,棉服,18,0,winter,0.0,,1,0.0,False,0.0
43113,WOOL_0980,毛呢大衣,10,1,winter,1.0,,1,0.0,False,0.0
53080,SHORT_SLV_0981,短袖,7,17,summer,17.0,,1,0.0,False,0.0
33284,SHORTS_0982,短裤,8,25,summer,25.0,,1,0.0,False,0.0
45055,JACKET_0983,夹克,24,5,transition,5.0,,1,0.0,False,0.0
53103,SHORTS_0984,短裤,18,23,summer,23.0,,1,0.0,False,0.0
43017,ACCESSORY_0985,配饰,4,14,all,14.0,,1,0.0,False,0.0
35095,ACCESSORY_0986,配饰,1,13,all,13.0,,1,0.0,False,0.0
36029,UNDERWEAR_0987,内衣,4,11,all,11.0,,1,0.0,False,0.0
34106,WOOL_0988,毛呢大衣,21,0,winter,0.0,,1,0.0,False,0.0
13015,DOWN_0989,羽绒服,2,1,winter,1.0,,1,0.0,False,0.0
37029,KNIT_0990,针织衫,6,14,transition,14.0,,1,0.0,False,0.0
32491,SHORTS_0991,短裤,3,16,summer,16.0,,1,0.0,False,0.0
34177,DOWN_0992,羽绒服,3,2,winter,2.0,,1,0.0,False,0.0
32769,PADDED_0993,棉服,9,0,winter,0.0,,1,0.0,False,0.0
33244,ACCESSORY_0994,配饰,8,24,all,24.0,,1,0.0,False,0.0
33103,UNDERWEAR_0995,内衣,8,23,all,23.0,,1,0.0,False,0.0
36080,SHORTS_0996,短裤,4,19,summer,19.0,,1,0.0,False,0.0
14028,TSHIRT_0997,T恤,41,20,summer,20.0,,1,0.0,False,0.0
32339,SHORT_SLV_0998,短袖,9,28,summer,28.0,,1,0.0,False,0.0
11067,WOOL_0999,毛呢大衣,14,0,winter,0.0,,1,0.0,False,0.0
